ID_Producto,Country,Price,Date,Category
 PROD_109 ,u.s.a,"$ 3.800,36",2023-05-01,Home
 PROD_100 ,EE.UU,"$ 3.953,98",01/05/23,  office  
 PROD_110 ,EE.UU,"$ 1.879,45",May 1st 2023,Home
 PROD_105 ,usa,"$ 3.836,62",May 1st 2023,  office  
 PROD_101 ,U.S.,"$ 1.553,08",05-01-2023,Home
 PROD_106 ,ARG,"$ 1.549,85",2023-05-01,ELECTRONICS
 PROD_104 ,ARG,"$ 3.615,21",2023-05-01,
 PROD_104 ,ARG,"$ 856,65",,  office  
 PROD_103 ,USA,"$ 2.653,58",May 1st 2023,  office  
 PROD_109 ,U.S.,,2023.05.01,ELECTRONICS
 PROD_103 ,Arg.,"$ 2.874,43",May 1st 2023,
,arg,"$ 4.912,19",05-01-2023,
 PROD_109 ,ARG,,2023-05-01,
 PROD_107 ,ARG,"$ 3.635,64",May 1st 2023,
,U.S.,"$ 186,78",May 1st 2023,
,argentina,"$ 3.573,93",,ELECTRONICS
 PROD_102 ,,"$ 4.114,18",2023-05-01,
 PROD_102 ,ARG,"$ 4.337,12",01/05/23,ELECTRONICS
 PROD_103 ,,"$ 2.834,65",05-01-2023,  office  
 PROD_106 ,Arg.,,2023.05.01,Home
 PROD_106 ,USA,"$ 3.320,31",05-01-2023,
 PROD_105 ,argentina,"$ 4.184,55",May 1st 2023,
 PROD_110 ,ARG,"$ 2.538,79",2023.05.01,
 PROD_104 ,,"$ 4.166,91",May 1st 2023,  office  
 PROD_110 ,argentina,"$ 959,65",May 1st 2023,Electronics
 PROD_110 ,U.S.,"$ 3.761,83",2023-05-01,ELECTRONICS
,,"$ 4.871,59",May 1st 2023,
 PROD_106 ,,"$ 120,47",2023.05.01,Electronics
 PROD_104 ,,"$ 2.896,91",2023-05-01,Home
 PROD_107 ,,"$ 4.536,31",01/05/23,
 PROD_103 ,arg,"$ 3.266,89",2023.05.01,
 PROD_105 ,argentina,"$ 1.088,72",2023.05.01,Electronics
 PROD_105 ,u.s.a,"$ 272,83",,Home
 PROD_101 ,Arg.,"$ 1.972,84",01/05/23,Electronics
 PROD_110 ,usa,,,  office  
 PROD_105 ,usa,,05-01-2023,Electronics
 PROD_107 ,argentina,"$ 369,17",2023.05.01,Electronics
 PROD_106 ,u.s.a,"$ 4.762,50",,Electronics
 PROD_105 ,u.s.a,"$ 1.364,82",2023.05.01,
 PROD_103 ,,"$ 2.354,51",2023.05.01,
 PROD_101 ,argentina,"$ 3.762,89",01/05/23,Home
 PROD_108 ,u.s.a,"$ 890,68",2023.05.01,Electronics
 PROD_101 ,U.S.,"$ 1.875,04",2023.05.01,Home
 PROD_108 ,EE.UU,"$ 2.152,26",2023.05.01,ELECTRONICS
 PROD_104 ,,,01/05/23,
 PROD_100 ,USA,"$ 4.626,89",05-01-2023,ELECTRONICS
 PROD_106 ,ARG,"$ 2.048,12",05-01-2023,Home
 PROD_101 ,USA,"$ 543,40",,ELECTRONICS
 PROD_109 ,EE.UU,"$ 1.437,45",05-01-2023,  office  
 PROD_100 ,united states,"$ 4.389,00",2023-05-01,
 PROD_106 ,USA,"$ 3.406,43",2023.05.01,
,u.s.a,"$ 2.903,73",01/05/23,Electronics
 PROD_100 ,ARG,"$ 551,80",2023-05-01,Electronics
 PROD_103 ,arg,"$ 2.710,38",2023.05.01,Home
,arg,"$ 3.285,89",May 1st 2023,ELECTRONICS
 PROD_102 ,U.S.,"$ 3.651,56",,Home
 PROD_110 ,ARG,"$ 1.560,97",01/05/23,
 PROD_102 ,argentina,,,
 PROD_106 ,U.S.,"$ 305,54",2023-05-01,
 PROD_104 ,EE.UU,"$ 700,49",01/05/23,Home
 PROD_105 ,arg,"$ 1.720,67",2023.05.01,
 PROD_106 ,argentina,"$ 521,24",2023-05-01,Home
 PROD_109 ,EE.UU,"$ 4.317,27",01/05/23,Home
 PROD_101 ,USA,,01/05/23,
 PROD_104 ,usa,"$ 4.984,87",2023-05-01,
 PROD_100 ,USA,,2023.05.01,
 PROD_107 ,united states,"$ 4.268,58",2023.05.01,ELECTRONICS
 PROD_107 ,argentina,"$ 4.679,97",2023-05-01,Home
 PROD_108 ,,"$ 2.435,09",,
 PROD_108 ,argentina,"$ 2.973,19",,
 PROD_107 ,usa,"$ 4.866,95",01/05/23,  office  
,U.S.,"$ 404,72",2023-05-01,  office  
 PROD_106 ,united states,"$ 2.996,90",01/05/23,ELECTRONICS
 PROD_107 ,argentina,"$ 2.062,80",2023.05.01,Home
 PROD_100 ,U.S.,"$ 1.939,09",2023-05-01,
 PROD_109 ,usa,"$ 1.561,19",05-01-2023,Electronics
 PROD_107 ,Arg.,,2023-05-01,Home
,arg,"$ 4.583,70",01/05/23,Electronics
 PROD_103 ,U.S.,"$ 3.665,83",2023.05.01,Home
,EE.UU,"$ 2.232,89",,Home
,Arg.,"$ 4.171,74",01/05/23,Home
 PROD_104 ,USA,"$ 2.832,26",01/05/23,Electronics
,usa,"$ 4.277,52",May 1st 2023,Home
,argentina,"$ 1.647,66",May 1st 2023,
 PROD_107 ,arg,"$ 4.688,78",2023-05-01,Home
 PROD_105 ,u.s.a,"$ 2.386,66",May 1st 2023,
 PROD_103 ,Arg.,"$ 2.778,47",,ELECTRONICS
 PROD_100 ,,"$ 3.061,95",2023-05-01,Home
 PROD_103 ,arg,"$ 3.928,41",2023.05.01,  office  
,EE.UU,,01/05/23,Electronics
 PROD_110 ,EE.UU,"$ 4.176,23",May 1st 2023,Electronics
 PROD_101 ,U.S.,"$ 4.167,36",05-01-2023,
 PROD_103 ,united states,"$ 3.524,69",2023-05-01,Electronics
 PROD_106 ,usa,,May 1st 2023,  office  
 PROD_102 ,usa,"$ 2.406,99",01/05/23,ELECTRONICS
,EE.UU,"$ 3.000,07",May 1st 2023,  office  
 PROD_106 ,U.S.,"$ 1.569,07",05-01-2023,Electronics
 PROD_103 ,usa,"$ 4.132,24",2023.05.01,ELECTRONICS
 PROD_108 ,arg,"$ 3.331,13",2023.05.01,Home
 PROD_102 ,arg,"$ 4.563,64",2023-05-01,  office  
 PROD_100 ,usa,"$ 2.937,10",May 1st 2023,ELECTRONICS
,USA,"$ 4.884,25",,Electronics
 PROD_104 ,united states,"$ 1.400,45",May 1st 2023,ELECTRONICS
 PROD_108 ,ARG,"$ 3.967,89",May 1st 2023,Home
 PROD_102 ,argentina,,,Electronics
 PROD_107 ,Arg.,,01/05/23,Home
 PROD_108 ,USA,"$ 1.118,97",05-01-2023,
 PROD_102 ,arg,"$ 2.107,64",2023.05.01,
 PROD_106 ,usa,"$ 4.266,45",2023.05.01,  office  
 PROD_103 ,USA,"$ 3.021,36",01/05/23,Electronics
 PROD_106 ,USA,"$ 218,35",2023.05.01,Home
 PROD_101 ,U.S.,"$ 3.691,07",May 1st 2023,Electronics
 PROD_101 ,U.S.,,05-01-2023,  office  
 PROD_105 ,USA,"$ 2.778,71",01/05/23,Electronics
 PROD_109 ,united states,"$ 4.444,09",May 1st 2023,Home
,u.s.a,"$ 1.229,99",01/05/23,
 PROD_100 ,united states,,2023.05.01,Electronics
 PROD_103 ,united states,"$ 2.723,21",01/05/23,Home
 PROD_101 ,arg,"$ 745,91",May 1st 2023,ELECTRONICS
 PROD_109 ,u.s.a,"$ 177,59",2023-05-01,ELECTRONICS
 PROD_108 ,Arg.,"$ 3.573,30",,Electronics
 PROD_103 ,Arg.,"$ 535,03",05-01-2023,ELECTRONICS
 PROD_106 ,,"$ 2.008,77",05-01-2023,Electronics
,arg,"$ 2.949,03",2023-05-01,Home
 PROD_104 ,united states,"$ 4.197,89",May 1st 2023,Electronics
 PROD_104 ,usa,"$ 4.385,32",2023-05-01,
,arg,"$ 3.314,20",05-01-2023,  office  
 PROD_106 ,usa,"$ 1.277,11",,
 PROD_106 ,u.s.a,"$ 3.865,61",01/05/23,Home
 PROD_107 ,u.s.a,"$ 4.788,57",2023.05.01,Home
 PROD_107 ,U.S.,"$ 4.310,87",May 1st 2023,Electronics
 PROD_100 ,argentina,"$ 1.061,74",2023.05.01,  office  
 PROD_106 ,argentina,"$ 1.222,16",May 1st 2023,Home
 PROD_107 ,Arg.,"$ 1.555,07",01/05/23,Electronics
 PROD_102 ,usa,"$ 4.122,67",2023.05.01,  office  
 PROD_107 ,ARG,"$ 1.638,61",05-01-2023,  office  
 PROD_101 ,U.S.,"$ 4.931,87",May 1st 2023,
 PROD_105 ,argentina,"$ 1.025,26",05-01-2023,
 PROD_110 ,argentina,"$ 4.409,29",,
,u.s.a,"$ 4.669,11",2023-05-01,Home
 PROD_105 ,arg,"$ 192,86",May 1st 2023,Home
 PROD_104 ,argentina,"$ 2.028,37",2023-05-01,
,ARG,"$ 3.491,57",,
 PROD_100 ,Arg.,"$ 179,31",,
 PROD_102 ,EE.UU,"$ 2.935,00",,Electronics
 PROD_100 ,U.S.,"$ 3.789,11",,
 PROD_103 ,arg,"$ 3.470,76",May 1st 2023,
 PROD_107 ,,"$ 1.331,55",2023.05.01,Home
 PROD_109 ,argentina,"$ 4.217,14",,
 PROD_109 ,u.s.a,"$ 2.797,84",05-01-2023,ELECTRONICS
 PROD_103 ,usa,"$ 973,86",01/05/23,Electronics
 PROD_104 ,argentina,"$ 1.479,12",2023.05.01,ELECTRONICS
 PROD_103 ,ARG,"$ 1.254,90",2023-05-01,
 PROD_106 ,u.s.a,"$ 4.617,99",2023-05-01,ELECTRONICS
 PROD_102 ,Arg.,,May 1st 2023,  office  
 PROD_101 ,EE.UU,"$ 3.611,66",2023-05-01,Electronics
 PROD_105 ,arg,"$ 2.059,72",2023-05-01,
 PROD_100 ,argentina,"$ 3.151,31",05-01-2023,  office  
 PROD_108 ,u.s.a,"$ 2.144,08",2023-05-01,Home
,U.S.,"$ 4.872,81",May 1st 2023,ELECTRONICS
 PROD_110 ,ARG,"$ 3.993,22",01/05/23,Home
 PROD_109 ,ARG,"$ 2.011,52",,
 PROD_109 ,Arg.,"$ 2.755,33",,Home
 PROD_105 ,ARG,"$ 4.198,52",01/05/23,  office  
 PROD_110 ,EE.UU,"$ 3.096,71",05-01-2023,Electronics
 PROD_110 ,U.S.,"$ 3.308,29",2023-05-01,ELECTRONICS
,USA,"$ 4.118,67",May 1st 2023,Home
 PROD_102 ,Arg.,"$ 3.957,55",05-01-2023,  office  
 PROD_109 ,arg,,2023-05-01,ELECTRONICS
 PROD_101 ,,"$ 4.770,25",2023-05-01,Home
 PROD_103 ,arg,"$ 1.241,75",2023-05-01,Home
 PROD_101 ,USA,"$ 833,51",01/05/23,
 PROD_103 ,Arg.,,05-01-2023,ELECTRONICS
 PROD_102 ,argentina,"$ 226,64",05-01-2023,Home
 PROD_105 ,USA,"$ 947,07",01/05/23,
 PROD_108 ,EE.UU,"$ 1.345,62",2023.05.01,Electronics
 PROD_105 ,Arg.,"$ 2.909,81",05-01-2023,
 PROD_101 ,EE.UU,"$ 805,60",2023-05-01,
,argentina,"$ 2.079,93",05-01-2023,
 PROD_105 ,Arg.,"$ 2.634,45",05-01-2023,Home
 PROD_110 ,,"$ 4.142,57",,ELECTRONICS
 PROD_101 ,EE.UU,"$ 2.987,46",May 1st 2023,ELECTRONICS
 PROD_100 ,ARG,"$ 4.873,27",2023.05.01,Electronics
 PROD_107 ,,"$ 1.747,26",05-01-2023,  office  
,ARG,"$ 546,89",,
 PROD_102 ,USA,,01/05/23,  office  
 PROD_101 ,u.s.a,"$ 4.922,46",May 1st 2023,
 PROD_109 ,,"$ 3.061,47",2023.05.01,Home
 PROD_110 ,argentina,,01/05/23,Electronics
 PROD_104 ,ARG,"$ 4.643,99",May 1st 2023,ELECTRONICS
 PROD_105 ,argentina,,05-01-2023,Electronics
 PROD_110 ,USA,,2023-05-01,ELECTRONICS
 PROD_110 ,arg,"$ 924,31",May 1st 2023,Home
 PROD_105 ,EE.UU,,2023-05-01,ELECTRONICS
 PROD_110 ,,"$ 1.907,62",2023.05.01,
 PROD_100 ,ARG,"$ 506,24",01/05/23,
 PROD_102 ,usa,"$ 3.437,04",2023.05.01,Electronics
 PROD_106 ,,"$ 1.583,19",2023-05-01,
 PROD_106 ,ARG,"$ 2.428,20",2023.05.01,ELECTRONICS
 PROD_102 ,USA,"$ 3.549,40",05-01-2023,Electronics
,Arg.,"$ 3.705,05",May 1st 2023,ELECTRONICS
 PROD_103 ,U.S.,"$ 1.907,79",2023.05.01,Electronics
 PROD_109 ,united states,,2023.05.01,Home
 PROD_110 ,Arg.,"$ 4.878,05",2023.05.01,ELECTRONICS
 PROD_106 ,EE.UU,"$ 1.495,59",05-01-2023,
 PROD_107 ,arg,"$ 791,26",May 1st 2023,
 PROD_103 ,u.s.a,"$ 697,04",2023-05-01,
 PROD_101 ,united states,"$ 1.644,26",2023-05-01,
 PROD_101 ,Arg.,"$ 3.273,12",2023-05-01,Electronics
 PROD_108 ,EE.UU,"$ 1.481,20",,
 PROD_106 ,arg,"$ 1.577,12",2023-05-01,Electronics
 PROD_107 ,arg,"$ 803,25",01/05/23,ELECTRONICS
 PROD_106 ,,"$ 3.522,72",05-01-2023,  office  
 PROD_110 ,united states,"$ 4.607,35",01/05/23,ELECTRONICS
 PROD_101 ,ARG,"$ 3.834,11",2023.05.01,Electronics
 PROD_102 ,u.s.a,"$ 844,27",2023-05-01,Electronics
 PROD_109 ,,"$ 1.068,22",05-01-2023,Electronics
,argentina,"$ 4.195,98",May 1st 2023,ELECTRONICS
 PROD_101 ,U.S.,"$ 4.526,66",2023.05.01,Home
 PROD_110 ,USA,"$ 1.523,86",2023.05.01,
 PROD_109 ,ARG,"$ 4.117,97",2023-05-01,
 PROD_102 ,USA,"$ 335,11",2023.05.01,  office  
,arg,"$ 325,96",2023-05-01,ELECTRONICS
 PROD_101 ,arg,"$ 1.521,01",2023.05.01,
 PROD_100 ,usa,"$ 2.427,19",2023-05-01,
 PROD_104 ,,"$ 4.703,12",05-01-2023,ELECTRONICS
 PROD_107 ,,,May 1st 2023,
 PROD_108 ,argentina,"$ 2.286,99",May 1st 2023,Electronics
 PROD_102 ,u.s.a,"$ 1.739,65",2023.05.01,
 PROD_107 ,argentina,"$ 2.693,05",05-01-2023,
 PROD_107 ,U.S.,"$ 1.818,00",01/05/23,ELECTRONICS
 PROD_103 ,united states,"$ 4.903,61",,
 PROD_105 ,usa,"$ 2.402,35",05-01-2023,Electronics
 PROD_104 ,,"$ 1.951,78",May 1st 2023,  office  
 PROD_110 ,united states,"$ 4.774,49",01/05/23,ELECTRONICS
 PROD_102 ,u.s.a,"$ 877,40",2023.05.01,Electronics
 PROD_103 ,argentina,"$ 4.779,85",,Electronics
 PROD_107 ,arg,"$ 3.456,64",,
 PROD_107 ,arg,"$ 4.105,97",01/05/23,
 PROD_103 ,EE.UU,"$ 3.534,17",May 1st 2023,ELECTRONICS
 PROD_102 ,ARG,"$ 893,49",01/05/23,Home
 PROD_105 ,USA,"$ 3.177,59",2023.05.01,
 PROD_103 ,EE.UU,"$ 1.448,43",May 1st 2023,
 PROD_101 ,argentina,,01/05/23,  office  
 PROD_103 ,arg,"$ 1.691,71",2023-05-01,Electronics
,arg,"$ 4.727,31",05-01-2023,Electronics
 PROD_105 ,Arg.,"$ 3.467,83",2023-05-01,ELECTRONICS
 PROD_108 ,ARG,"$ 1.206,84",2023-05-01,
,EE.UU,"$ 914,83",May 1st 2023,  office  
 PROD_104 ,usa,"$ 1.886,01",05-01-2023,ELECTRONICS
 PROD_101 ,united states,"$ 4.388,24",01/05/23,ELECTRONICS
 PROD_100 ,arg,"$ 2.612,68",,  office  
 PROD_110 ,united states,"$ 678,76",May 1st 2023,Electronics
 PROD_106 ,,"$ 2.787,36",2023-05-01,ELECTRONICS
 PROD_109 ,u.s.a,,May 1st 2023,ELECTRONICS
 PROD_108 ,U.S.,"$ 3.802,98",01/05/23,ELECTRONICS
 PROD_101 ,USA,"$ 2.686,92",01/05/23,
 PROD_106 ,u.s.a,"$ 232,20",,Home
,arg,"$ 3.694,42",05-01-2023,
 PROD_103 ,argentina,"$ 2.864,69",05-01-2023,  office  
,USA,"$ 2.009,54",2023-05-01,Home
 PROD_107 ,arg,"$ 4.180,84",2023-05-01,ELECTRONICS
 PROD_102 ,united states,"$ 3.734,85",,
 PROD_107 ,argentina,"$ 1.338,11",01/05/23,
,,,01/05/23,Electronics
 PROD_100 ,Arg.,"$ 511,15",May 1st 2023,Electronics
 PROD_105 ,EE.UU,"$ 2.458,72",01/05/23,
 PROD_108 ,arg,"$ 471,27",2023-05-01,
 PROD_108 ,,"$ 3.834,79",2023.05.01,Electronics
 PROD_104 ,united states,"$ 2.383,01",01/05/23,
 PROD_104 ,u.s.a,"$ 1.901,26",May 1st 2023,
 PROD_103 ,u.s.a,"$ 312,88",May 1st 2023,
 PROD_103 ,united states,,05-01-2023,Electronics
 PROD_108 ,usa,"$ 2.450,72",2023-05-01,  office  
 PROD_109 ,U.S.,"$ 3.978,56",2023-05-01,ELECTRONICS
 PROD_103 ,united states,"$ 4.933,16",01/05/23,
 PROD_108 ,united states,"$ 3.847,27",01/05/23,Electronics
 PROD_107 ,U.S.,"$ 3.155,69",May 1st 2023,
 PROD_106 ,usa,"$ 4.685,77",,Home
 PROD_104 ,usa,"$ 4.153,87",2023-05-01,ELECTRONICS
 PROD_107 ,usa,"$ 847,94",2023.05.01,  office  
 PROD_101 ,u.s.a,,05-01-2023,Electronics
 PROD_105 ,USA,"$ 2.138,63",01/05/23,Home
 PROD_104 ,united states,"$ 3.166,83",05-01-2023,Electronics
 PROD_110 ,EE.UU,"$ 1.226,66",2023.05.01,  office  
,EE.UU,"$ 2.159,04",2023-05-01,Electronics
 PROD_105 ,EE.UU,"$ 2.878,88",2023.05.01,
 PROD_105 ,Arg.,"$ 1.724,55",2023-05-01,ELECTRONICS
 PROD_105 ,u.s.a,"$ 2.888,94",01/05/23,Electronics
 PROD_109 ,USA,"$ 4.362,63",05-01-2023,Electronics
 PROD_106 ,EE.UU,"$ 1.199,11",2023.05.01,ELECTRONICS
 PROD_109 ,Arg.,"$ 2.866,11",May 1st 2023,Electronics
 PROD_102 ,usa,"$ 2.615,11",May 1st 2023,
 PROD_105 ,argentina,"$ 4.172,74",,ELECTRONICS
,united states,"$ 2.061,67",2023-05-01,Electronics
 PROD_108 ,arg,"$ 2.797,83",2023.05.01,
 PROD_103 ,argentina,"$ 3.291,99",2023-05-01,ELECTRONICS
 PROD_108 ,u.s.a,"$ 3.280,67",01/05/23,ELECTRONICS
 PROD_100 ,EE.UU,"$ 4.236,29",2023-05-01,ELECTRONICS
 PROD_105 ,EE.UU,"$ 4.399,42",2023-05-01,
 PROD_110 ,U.S.,"$ 3.843,30",2023-05-01,
 PROD_104 ,Arg.,"$ 1.019,83",05-01-2023,Home
,united states,"$ 2.328,41",2023-05-01,ELECTRONICS
 PROD_107 ,ARG,"$ 1.171,85",,
 PROD_108 ,argentina,"$ 4.832,40",2023.05.01,
 PROD_108 ,ARG,"$ 4.146,42",2023.05.01,
 PROD_104 ,u.s.a,"$ 882,43",May 1st 2023,Electronics
 PROD_100 ,U.S.,"$ 3.202,58",2023.05.01,ELECTRONICS
 PROD_104 ,u.s.a,"$ 4.964,86",2023-05-01,
 PROD_103 ,argentina,"$ 2.351,72",,
 PROD_107 ,arg,"$ 3.468,07",May 1st 2023,Home
 PROD_107 ,Arg.,"$ 337,55",2023.05.01,  office  
 PROD_105 ,arg,"$ 4.975,29",May 1st 2023,Electronics
 PROD_105 ,EE.UU,"$ 586,46",2023-05-01,ELECTRONICS
,united states,"$ 4.539,65",2023.05.01,ELECTRONICS
 PROD_102 ,usa,"$ 1.109,72",05-01-2023,
 PROD_110 ,ARG,"$ 4.164,24",May 1st 2023,Electronics
 PROD_101 ,Arg.,"$ 1.240,64",2023-05-01,ELECTRONICS
 PROD_104 ,usa,"$ 2.852,61",2023.05.01,ELECTRONICS
 PROD_101 ,Arg.,"$ 801,42",2023.05.01,  office  
 PROD_110 ,ARG,"$ 3.090,55",2023-05-01,ELECTRONICS
 PROD_108 ,u.s.a,"$ 651,53",01/05/23,Electronics
 PROD_110 ,united states,"$ 4.565,00",2023-05-01,  office  
 PROD_104 ,U.S.,"$ 2.130,46",May 1st 2023,Home
 PROD_107 ,united states,"$ 855,89",2023.05.01,Electronics
 PROD_106 ,u.s.a,"$ 1.337,55",01/05/23,Electronics
 PROD_106 ,,"$ 1.768,84",01/05/23,
 PROD_106 ,argentina,"$ 2.720,39",2023.05.01,
,EE.UU,"$ 892,77",May 1st 2023,Electronics
,Arg.,"$ 3.090,55",2023.05.01,Electronics
 PROD_100 ,arg,"$ 2.490,04",01/05/23,ELECTRONICS
 PROD_101 ,EE.UU,"$ 4.897,03",01/05/23,  office  
 PROD_104 ,united states,"$ 4.103,54",2023-05-01,ELECTRONICS
 PROD_106 ,u.s.a,"$ 1.517,93",05-01-2023,Home
 PROD_100 ,u.s.a,"$ 1.657,12",01/05/23,ELECTRONICS
 PROD_110 ,Arg.,"$ 2.183,18",May 1st 2023,ELECTRONICS
 PROD_103 ,Arg.,"$ 775,56",01/05/23,Electronics
 PROD_103 ,U.S.,"$ 2.390,16",2023-05-01,
 PROD_101 ,arg,"$ 2.883,40",05-01-2023,ELECTRONICS
 PROD_106 ,,"$ 2.640,17",01/05/23,Home
 PROD_104 ,EE.UU,"$ 2.825,18",05-01-2023,
 PROD_105 ,U.S.,"$ 4.023,40",,Home
,argentina,"$ 4.784,45",May 1st 2023,Home
 PROD_100 ,usa,"$ 2.384,16",2023-05-01,
 PROD_110 ,ARG,"$ 1.218,41",01/05/23,Electronics
 PROD_107 ,Arg.,"$ 4.391,43",01/05/23,
,EE.UU,"$ 2.095,14",2023.05.01,ELECTRONICS
 PROD_108 ,U.S.,"$ 4.018,78",2023.05.01,
 PROD_103 ,united states,"$ 4.290,76",May 1st 2023,Home
 PROD_107 ,USA,"$ 4.617,87",01/05/23,
 PROD_100 ,USA,"$ 1.389,52",,  office  
 PROD_100 ,U.S.,"$ 2.960,20",May 1st 2023,
 PROD_105 ,u.s.a,"$ 1.123,05",2023-05-01,  office  
 PROD_110 ,u.s.a,"$ 2.189,37",May 1st 2023,Electronics
,usa,"$ 2.886,87",,
 PROD_104 ,argentina,,05-01-2023,Electronics
 PROD_100 ,EE.UU,"$ 2.579,98",05-01-2023,
,arg,"$ 4.454,41",2023-05-01,
 PROD_108 ,U.S.,"$ 2.801,91",May 1st 2023,
,argentina,"$ 3.964,62",,Home
 PROD_102 ,u.s.a,,,ELECTRONICS
 PROD_108 ,,"$ 1.710,14",05-01-2023,Home
 PROD_103 ,Arg.,,May 1st 2023,Home
 PROD_105 ,argentina,,2023-05-01,  office  
 PROD_104 ,united states,"$ 1.715,80",2023-05-01,Home
 PROD_103 ,argentina,"$ 3.650,05",2023.05.01,ELECTRONICS
 PROD_100 ,U.S.,"$ 4.289,55",May 1st 2023,  office  
 PROD_105 ,united states,"$ 1.136,85",05-01-2023,
 PROD_109 ,u.s.a,"$ 4.346,21",,
 PROD_108 ,U.S.,"$ 3.658,99",,ELECTRONICS
 PROD_106 ,argentina,"$ 2.420,26",05-01-2023,  office  
 PROD_110 ,u.s.a,"$ 3.585,04",2023.05.01,
 PROD_100 ,argentina,"$ 3.267,09",,  office  
 PROD_109 ,U.S.,"$ 2.459,17",,
 PROD_100 ,argentina,"$ 136,11",01/05/23,
 PROD_105 ,united states,"$ 3.650,78",,Home
 PROD_109 ,united states,"$ 142,51",May 1st 2023,
 PROD_100 ,ARG,"$ 2.373,93",01/05/23,
,Arg.,"$ 3.444,88",,Home
 PROD_108 ,USA,"$ 2.709,82",01/05/23,  office  
 PROD_104 ,EE.UU,"$ 2.964,25",01/05/23,ELECTRONICS
 PROD_101 ,united states,"$ 3.690,35",05-01-2023,  office  
,USA,"$ 2.002,55",May 1st 2023,  office  
 PROD_100 ,U.S.,"$ 601,61",01/05/23,Home
 PROD_107 ,argentina,"$ 1.881,15",,Home
 PROD_107 ,Arg.,"$ 1.917,87",May 1st 2023,Electronics
 PROD_107 ,arg,"$ 2.270,07",2023-05-01,  office  
 PROD_108 ,Arg.,,2023-05-01,Home
 PROD_107 ,USA,"$ 693,27",,Home
 PROD_108 ,ARG,"$ 3.750,68",2023.05.01,ELECTRONICS
,EE.UU,"$ 3.704,39",2023.05.01,ELECTRONICS
 PROD_103 ,EE.UU,"$ 1.423,63",2023.05.01,ELECTRONICS
 PROD_103 ,usa,"$ 523,84",05-01-2023,Home
 PROD_101 ,USA,"$ 1.427,43",May 1st 2023,Home
 PROD_105 ,ARG,"$ 3.693,59",05-01-2023,Electronics
 PROD_109 ,,"$ 1.068,22",01/05/23,ELECTRONICS
 PROD_105 ,USA,"$ 2.360,33",05-01-2023,Home
 PROD_105 ,USA,,05-01-2023,Electronics
 PROD_109 ,argentina,"$ 1.033,16",2023.05.01,ELECTRONICS
 PROD_107 ,usa,"$ 3.705,41",May 1st 2023,ELECTRONICS
 PROD_105 ,argentina,"$ 2.563,24",05-01-2023,ELECTRONICS
 PROD_107 ,,"$ 4.731,19",01/05/23,ELECTRONICS
 PROD_103 ,argentina,,May 1st 2023,Electronics
 PROD_110 ,,"$ 4.273,64",01/05/23,  office  
,ARG,,05-01-2023,  office  
 PROD_104 ,united states,"$ 1.235,08",01/05/23,  office  
 PROD_103 ,ARG,"$ 3.499,16",2023-05-01,ELECTRONICS
 PROD_103 ,usa,"$ 211,98",May 1st 2023,Electronics
 PROD_104 ,USA,"$ 1.057,38",,Home
,arg,"$ 1.644,49",2023-05-01,  office  
 PROD_107 ,USA,"$ 3.558,53",05-01-2023,ELECTRONICS
,U.S.,"$ 785,10",May 1st 2023,
 PROD_106 ,EE.UU,"$ 4.538,36",May 1st 2023,Home
